indicator_code,indicator_name,indicator_url,year,region,country,numeric_raw,value
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006.0,South-East Asia,Bhutan,8.60039,8.6
WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles---number-of-reported-cases,2000.0,South-East Asia,Bhutan,418.0,418.0
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2013.0,South-East Asia,Bhutan,9.0,9.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000.0,South-East Asia,Bhutan,0.18731,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009.0,South-East Asia,Bhutan,0.00455,0.0
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2004.0,South-East Asia,Bhutan,0.15,0.15
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2004.0,South-East Asia,Bhutan,0.04828,0.0
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2018.0,South-East Asia,Bhutan,115.4644074,115.0
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-reproductive-maternal-newborn-and-child-health-%28sdg-3.8.1%29,2005.0,South-East Asia,Bhutan,75.30982,75.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2011.0,South-East Asia,Bhutan,0.055821752,0.1
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/polio-%28pol3%29-immunization-coverage-among-1-year-olds-%28-%29,2011.0,South-East Asia,Bhutan,95.0,95.0
WHS3_57,Rubella - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/rubella---number-of-reported-cases,2018.0,South-East Asia,Bhutan,11.0,11.0
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/current-health-expenditure-%28che%29-per-capita-in-us-dollar,2001.0,South-East Asia,Bhutan,35.08880234,35.09
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017.0,South-East Asia,Bhutan,0.05178,0.1
GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-private-health-expenditure-%28pvt-d%29-per-capita-in-usd,2012.0,South-East Asia,Bhutan,18.26041291,18.26
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2020.0,South-East Asia,Bhutan,911.0,911.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1979.0,South-East Asia,Bhutan,0.53,0.53
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012.0,South-East Asia,Bhutan,0.0535,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012.0,South-East Asia,Bhutan,14.56477,14.6
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000.0,South-East Asia,Bhutan,9.17099,9.2
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles-containing-vaccine-first-dose-%28mcv1%29-immunization-coverage-among-1-year-olds-%28-%29,2020.0,South-East Asia,Bhutan,93.0,93.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1969.0,South-East Asia,Bhutan,0.53,0.53
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004.0,South-East Asia,Bhutan,34.051298581,34.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004.0,South-East Asia,Bhutan,2.69938,2.7
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2004.0,South-East Asia,Bhutan,405.0,405.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001.0,South-East Asia,Bhutan,22.392260712,22.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2024.0,South-East Asia,Bhutan,68.0,68.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1987.0,South-East Asia,Bhutan,34.0,34.0
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2002.0,South-East Asia,Bhutan,58.074634552,58.0
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2015.0,South-East Asia,Bhutan,92.0,92.0
WHS3_53,Mumps - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mumps---number-of-reported-cases,2016.0,South-East Asia,Bhutan,795.0,795.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000.0,South-East Asia,Bhutan,4.43878,4.4
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/out-of-pocket-expenditure-as-percentage-of-current-health-expenditure-%28che%29-%28-%29,2020.0,South-East Asia,Bhutan,15.42465878,15.42
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2010.0,South-East Asia,Bhutan,64.0,64.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2013.0,South-East Asia,Bhutan,0.04071,0.0
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2021.0,South-East Asia,Bhutan,202.0,202.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012.0,South-East Asia,Bhutan,9.54976,9.5
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2002.0,South-East Asia,Bhutan,16.383282326,16.4
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2023.0,South-East Asia,Bhutan,701.0,701.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013.0,South-East Asia,Bhutan,0.49045,0.5
IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-immunization-vaccination-cards-seen,2011.0,South-East Asia,Bhutan,91.2,91.2
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000.0,South-East Asia,Bhutan,0.1186,0.1
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hib-hib3-immunization-coverage-among-1-year-olds,2022.0,South-East Asia,Bhutan,98.0,98.0
WHS3_53,Mumps - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mumps---number-of-reported-cases,2010.0,South-East Asia,Bhutan,218.0,218.0
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gche-d%29-as-percentage-of-current-health-expenditure,2011.0,South-East Asia,Bhutan,73.41854095,73.42
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008.0,South-East Asia,Bhutan,21.94927,21.9
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-at-least-basic-sanitation-services-%28-%29,2021.0,South-East Asia,Bhutan,78.506,79.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002.0,South-East Asia,Bhutan,9.13884,9.1
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1968.0,South-East Asia,Bhutan,0.0,0.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008.0,South-East Asia,Bhutan,3.30607,3.3
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hib-hib3-immunization-coverage-among-1-year-olds,2021.0,South-East Asia,Bhutan,98.0,98.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006.0,South-East Asia,Bhutan,4.82434,4.8
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007.0,South-East Asia,Bhutan,32.8137,32.8
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2021.0,South-East Asia,Bhutan,86.0,86.0
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2008.0,South-East Asia,Bhutan,48.715202332,49.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2014.0,South-East Asia,Bhutan,1066.0,1066.0
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hib-hib3-immunization-coverage-among-1-year-olds,2023.0,South-East Asia,Bhutan,99.0,99.0
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-basic-handwashing-facilities-at-home-%28-%29,2021.0,South-East Asia,Bhutan,89.50617,90.0
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gche-d%29-as-percentage-of-current-health-expenditure,2015.0,South-East Asia,Bhutan,74.25157928,74.25
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2004.0,South-East Asia,Bhutan,0.001537159,0.0
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2019.0,South-East Asia,Bhutan,69.0,69.0
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/measles-containing-vaccine-second-dose-%28mcv2%29-immunization-coverage-by-the-nationally-recommended-age-%28-%29,2001.0,South-East Asia,Bhutan,0.0,0.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016.0,South-East Asia,Bhutan,24.70421,24.7
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009.0,South-East Asia,Bhutan,0.69097,0.7
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-attributable-to-the-environment,2012.0,South-East Asia,Bhutan,571.0,571.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007.0,South-East Asia,Bhutan,4.10543,4.1
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014.0,South-East Asia,Bhutan,0.0,0.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2015.0,South-East Asia,Bhutan,0.001537159,0.0
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-compliance-scores-advertising-promotion-and-sponsorship-bans,2022.0,South-East Asia,Bhutan,1.0,1.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003.0,South-East Asia,Bhutan,5.84569,5.8
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004.0,South-East Asia,Bhutan,183.71440735,184.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001.0,South-East Asia,Bhutan,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001.0,South-East Asia,Bhutan,0.02577,0.0
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/external-health-expenditure-%28ext%29-per-capita-in-us,2011.0,South-East Asia,Bhutan,7.58822289,7.59
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012.0,South-East Asia,Bhutan,0.28439,0.3
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014.0,South-East Asia,Bhutan,0.32899,0.3
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018.0,South-East Asia,Bhutan,0.0,0.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006.0,South-East Asia,Bhutan,53.47844,53.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006.0,South-East Asia,Bhutan,0.00916,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008.0,South-East Asia,Bhutan,0.1897,0.2
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017.0,South-East Asia,Bhutan,2.39506,2.4
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-service-capacity-and-access,2010.0,South-East Asia,Bhutan,35.69714,36.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008.0,South-East Asia,Bhutan,30.19725,30.2
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1990.0,South-East Asia,Bhutan,0.0,0.0
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/suicide-mortality-rate-%28sdg-3.4.2%29,2021.0,South-East Asia,Bhutan,5.800193787,5.8
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2018.0,South-East Asia,Bhutan,0.001537159,0.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003.0,South-East Asia,Bhutan,5.40174,5.4
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010.0,South-East Asia,Bhutan,2.0434,2.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004.0,South-East Asia,Bhutan,1.61858,1.6
FINPROTECTION_IMP_P310_POP,"Population pushed further below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-pushed-further-below-the-3.20-a-day-poverty-line-by-household-health-expenditures,2017.0,South-East Asia,Bhutan,2.32,2.32
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017.0,South-East Asia,Bhutan,0.0,0.0
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2009.0,South-East Asia,Bhutan,47.367347717,47.0
SDGHPVRECEIVED,HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/girls-aged-15-years-old-that-received-the-recommended-doses-of-hpv-vaccine,2016.0,South-East Asia,Bhutan,96.0,96.0
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2020.0,South-East Asia,Bhutan,6246.0,6246.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2019.0,South-East Asia,Bhutan,100.0,100.0
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adult-mortality-rate-%28probability-of-dying-between-15-and-60-years-per-1000-population%29,2004.0,South-East Asia,Bhutan,161.157899,161.0
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2016.0,South-East Asia,Bhutan,52.08909,52.0
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/out-of-pocket-expenditure-%28oop%29-per-capita-in-us,2004.0,South-East Asia,Bhutan,7.48664577,7.49
FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-pushed-further-below-the-2.15-a-day-poverty-line-by-household-health-expenditures-%28percent--national--rural--urban%29,2003.0,South-East Asia,Bhutan,1.04,1.04
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011.0,South-East Asia,Bhutan,29.05673,29.1
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008.0,South-East Asia,Bhutan,1.34721,1.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2012.0,South-East Asia,Bhutan,4.478457746,4.5
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2022.0,South-East Asia,Bhutan,21.897165277,21.9
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2023.0,South-East Asia,Bhutan,2.1,2.1
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013.0,South-East Asia,Bhutan,0.37023,0.4
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2008.0,South-East Asia,Bhutan,16.988194225,17.0
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2016.0,South-East Asia,Bhutan,46.89114,47.0
WHS3_42,Japanese encephalitis - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/japanese-encephalitis---number-of-reported-cases,2009.0,South-East Asia,Bhutan,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016.0,South-East Asia,Bhutan,0.0237,0.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-malnutrition-%28weight-for-height-2-or--2-standard-deviation-from-the-median-of-the-who-child-growth-standards%29-among-children-under-5-years-of-age-by-type-%28wasting-and-overweight%29-%28sdg-2.2.2%29,1999.0,South-East Asia,Bhutan,4.0,4.0
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/suicide-mortality-rate-%28sdg-3.4.2%29,2021.0,South-East Asia,Bhutan,4.716301441,4.7
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2009.0,South-East Asia,Bhutan,0.001537159,0.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005.0,South-East Asia,Bhutan,5.03013,5.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2012.0,South-East Asia,Bhutan,7.0,7.0
WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/diphtheria---number-of-reported-cases,2021.0,South-East Asia,Bhutan,0.0,0.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1965.0,South-East Asia,Bhutan,0.0,0.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003.0,South-East Asia,Bhutan,3.11355,3.1
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2002.0,South-East Asia,Bhutan,16.52994,17.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016.0,South-East Asia,Bhutan,0.0012,0.0
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/current-health-expenditure-%28che%29-per-capita-in-us-dollar,2000.0,South-East Asia,Bhutan,30.5911293,30.59
PerctreatedANC,"Antenatal care attendees positive for syphilis who received treatment (%), reported",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-attendees-positive-for-syphilis-who-received-treatment-%28-%29,2020.0,South-East Asia,Bhutan,100.0,100.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001.0,South-East Asia,Bhutan,2.81775,2.8
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008.0,South-East Asia,Bhutan,12.70293,12.7
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1987.0,South-East Asia,Bhutan,5.2,5.2
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001.0,South-East Asia,Bhutan,35.23764,35.2
